kind,usable_width_kwh,date,total_cost_yuan,planned_cost_yuan,increase_cost_yuan,reduction_net_cost_yuan,emergency_cost_yuan
q2,9600,2025-04-30,35428.773788352766,35404.84494593329,0.0,0.0,23.928842419466804
q2,9600,2025-05-01,41088.41821394526,31266.051879511375,0.0,0.0,9822.366334433887
q2,9600,2025-05-02,26413.882016618252,13151.877340297966,0.0,0.0,13262.004676320288
q2,9600,2025-05-03,22141.548352964805,16564.73453819935,0.0,0.0,5576.813814765452
q2,9600,2025-05-04,43545.569698058076,37042.78145853011,0.0,0.0,6502.788239527966
q2,9600,2025-05-05,43732.95150548586,36068.50231456067,0.0,0.0,7664.449190925187
q2,9600,2025-05-06,41638.52226631572,34212.14677044902,0.0,0.0,7426.375495866694
q2,9600,2025-05-07,47281.86422841261,35836.96732349745,0.0,0.0,11444.896904915166
q2,9600,2025-05-08,38106.42363234416,37915.974426250716,0.0,0.0,190.44920609343947
q2,9600,2025-05-09,16505.946484608103,16505.94648460808,0.0,0.0,2.233244345006824e-11
q2,9600,2025-05-10,17982.728909206067,17937.011739206035,0.0,0.0,45.71717000003275
q2,9600,2025-05-11,37803.9067737205,37526.545734262094,0.0,0.0,277.36103945840057
q2,9600,2025-05-12,40580.96360674889,40580.96360674883,0.0,0.0,5.3399304533741085e-11
q2,9600,2025-05-13,41928.10729023888,41928.10729023884,0.0,0.0,3.8622992803993835e-11
q2,9600,2025-05-14,39972.04281941191,39972.042819411865,0.0,0.0,4.240358464357997e-11
q2,9600,2025-05-15,34296.99290932737,34296.99290932731,0.0,0.0,5.712593509343832e-11
q2,9600,2025-05-16,16345.353280913136,16345.353280913112,0.0,0.0,2.2851907033327737e-11
q2,9600,2025-05-17,18922.317903903415,18922.317903903386,0.0,0.0,3.013903437931731e-11
q2,9600,2025-05-18,39598.555786375575,39598.555786375546,0.0,0.0,3.1551169676902193e-11
q2,9600,2025-05-19,37351.1404465824,36899.2364649157,0.0,0.0,451.90398166670406
q2,9600,2025-05-20,38632.721336450675,35848.015563046334,0.0,0.0,2784.705773404347
q2,9600,2025-05-21,38980.65986218405,38980.659862183995,0.0,0.0,5.933192426255117e-11
q2,9600,2025-05-22,35929.85569898099,35929.855698980944,0.0,0.0,3.888453647959978e-11
q2,9600,2025-05-23,13989.383460636887,13989.383460636853,0.0,0.0,3.525949132665573e-11
q2,9600,2025-05-24,17608.84552496748,17608.84552496746,0.0,0.0,2.3658991210595558e-11
q2,9600,2025-05-25,36534.06441913713,36534.06441913709,0.0,0.0,4.3839353480734646e-11
q2,9600,2025-05-26,42193.87838334914,36760.11056119535,0.0,0.0,5433.767822153787
q2,9600,2025-05-27,40411.199725792736,40411.1997257927,0.0,0.0,3.893548949918113e-11
q2,9600,2025-05-28,36473.065303437965,36473.06530343789,0.0,0.0,7.133306922924022e-11
q2,9600,2025-05-29,33893.60930651557,32077.867320652967,0.0,0.0,1815.7419858626133
q2,9600,2025-05-30,16082.306933800583,16082.306933800537,0.0,0.0,4.527423591582647e-11
q2,9600,2025-05-31,18661.695382772214,18661.695382772195,0.0,0.0,1.8463794049239363e-11
q2,9600,2025-06-01,81346.25360837516,38234.83111769218,0.0,0.0,43111.42249068299
q2,9600,2025-06-02,78097.66764450769,38638.137971667784,0.0,0.0,39459.52967283991
q2,9600,2025-06-03,66550.31440399746,41603.17253105097,0.0,0.0,24947.141872946493
q2,9600,2025-06-04,62246.86213134734,42896.71949423176,0.0,0.0,19350.142637115576
q2,9600,2025-06-05,60912.5383999595,40911.02816992393,0.0,0.0,20001.510230035565
q2,9600,2025-06-06,41629.98305666064,16410.888359185956,0.0,0.0,25219.094697474688
q2,9600,2025-06-07,39056.06432573131,19248.3252644561,0.0,0.0,19807.739061275213
q2,9600,2025-06-08,59299.20050478683,59299.2005047868,0.0,0.0,2.815679067680321e-11
q2,9600,2025-06-09,55879.4374995983,55879.437499598265,0.0,0.0,3.899842404564424e-11
q2,9600,2025-06-10,51046.54444073796,50800.415744937854,0.0,0.0,246.12869580009772
q2,9600,2025-06-11,55153.23466116035,51093.35805531705,0.0,0.0,4059.8766058433007
q2,9600,2025-06-12,54864.464290478856,54864.46429047881,0.0,0.0,4.791416685634431e-11
q2,9600,2025-06-13,26418.892579138912,26418.892579138897,0.0,0.0,1.873255328632695e-11
q2,9600,2025-06-14,27830.609183281565,27830.609183281547,0.0,0.0,1.7701580645734792e-11
q2,9600,2025-06-15,51799.45781947363,51799.45781947358,0.0,0.0,4.704927647480872e-11
q2,9600,2025-06-16,56676.214976843155,56676.21497684313,0.0,0.0,3.0603573009102545e-11
q2,9600,2025-06-17,59053.135776879826,59053.1357768798,0.0,0.0,3.34146648128808e-11
q2,9600,2025-06-18,58528.2976650047,58528.297665004684,0.0,0.0,1.7989691514230796e-11
q2,9600,2025-06-19,48924.02347791837,48619.080506061175,0.0,0.0,304.9429718571957
q2,9600,2025-06-20,21363.09158145697,21363.091581456938,0.0,0.0,3.041289176053396e-11
q2,9600,2025-06-21,28888.198870329452,28888.19887032944,0.0,0.0,1.497025436947297e-11
q2,9600,2025-06-22,56363.180835402716,56363.18083540267,0.0,0.0,3.843121021418483e-11
q2,9600,2025-06-23,49150.50725517124,49088.853016095876,0.0,0.0,61.654239075352756
q2,9600,2025-06-24,57001.08768848115,51236.43080138767,0.0,0.0,5764.6568870934825
q2,9600,2025-06-25,48391.851190981855,48259.625730152584,0.0,0.0,132.22546082928253
q2,9600,2025-06-26,55742.83371863137,55742.83371863133,0.0,0.0,3.8908765986889197e-11
q2,9600,2025-06-27,22860.137182879516,22860.137182879487,0.0,0.0,2.6587656520860034e-11
q2,9600,2025-06-28,21385.218568079486,21385.218568079457,0.0,0.0,3.069840204261709e-11
q2,9600,2025-06-29,48602.60866868283,48602.60866868276,0.0,0.0,5.625685162158333e-11
q2,9600,2025-06-30,54243.0797906018,54243.07979060176,0.0,0.0,2.6100699768161207e-11
q2,9600,2025-07-01,59944.94638360853,59006.64899323658,0.0,0.0,938.2973903719524
q2,9600,2025-07-02,57779.12074898954,55099.67918844175,0.0,0.0,2679.44156054779
q2,9600,2025-07-03,68630.53118175219,47691.0929769592,0.0,0.0,20939.438204792983
q2,9600,2025-07-04,34541.96482655901,22077.57799484919,0.0,0.0,12464.386831709817
q2,9600,2025-07-05,36565.62882229624,25473.95344727866,0.0,0.0,11091.67537501758
q2,9600,2025-07-06,70750.05074017188,50849.83559429222,0.0,0.0,19900.215145879658
q2,9600,2025-07-07,67286.7450455341,44474.00612369977,0.0,0.0,22812.738921834338
q2,9600,2025-07-08,58440.044427507135,58440.044427507084,0.0,0.0,5.90897606400631e-11
q2,9600,2025-07-09,56974.1563503153,56974.15635031527,0.0,0.0,2.6773008698910413e-11
q2,9600,2025-07-10,52298.53314663513,52263.32115069544,0.0,0.0,35.2119959396933
q2,9600,2025-07-11,26535.62316407521,26424.549154091845,0.0,0.0,111.0740099833674
q2,9600,2025-07-12,32855.288869406584,32742.62204779823,0.0,0.0,112.66682160834699
q2,9600,2025-07-13,57823.46271237625,57823.46271237621,0.0,0.0,3.029037287660685e-11
q2,9600,2025-07-14,57943.600761570175,57943.60076157017,0.0,0.0,1.596547605231535e-11
q2,9600,2025-07-15,52020.256218672854,52020.256218672796,0.0,0.0,5.612012721201154e-11
q2,9600,2025-07-16,55519.11327400258,55519.11327400255,0.0,0.0,2.9047576788343577e-11
q2,9600,2025-07-17,52803.38722069055,52803.387220690485,0.0,0.0,5.5666442122515034e-11
q2,9600,2025-07-18,28698.656416636644,28698.656416636622,0.0,0.0,1.5453167634404964e-11
q2,9600,2025-07-19,28218.695846988812,28218.695846988787,0.0,0.0,2.585358060969156e-11
q2,9600,2025-07-20,51656.85315481135,51656.8531548113,0.0,0.0,4.973639189387314e-11
q2,9600,2025-07-21,56106.351843622964,56106.35184362292,0.0,0.0,4.677883769232949e-11
q2,9600,2025-07-22,55107.74626213619,55107.74626213615,0.0,0.0,4.279075227486829e-11
q2,9600,2025-07-23,53576.13211791153,53293.94513742121,0.0,0.0,282.1869804903264
q2,9600,2025-07-24,49718.8742167193,49718.87421671924,0.0,0.0,7.076410923900767e-11
q2,9600,2025-07-25,25292.91209141894,25292.91209141891,0.0,0.0,2.8436318189051235e-11
q2,9600,2025-07-26,32177.79987942461,32177.79987942459,0.0,0.0,1.577026864651998e-11
q2,9600,2025-07-27,56891.30060952685,55339.665206004196,0.0,0.0,1551.6354035226534
q2,9600,2025-07-28,54093.326194964626,51072.48854128094,0.0,0.0,3020.837653683691
q2,9600,2025-07-29,53924.13628325429,53907.70529287188,0.0,0.0,16.430990382414443
q2,9600,2025-07-30,57452.05519373054,57452.055193730506,0.0,0.0,3.1750248652429035e-11
q2,9600,2025-07-31,54860.01523276136,54860.01523276133,0.0,0.0,3.9527296991082045e-11
q2,9600,2025-08-01,28303.947395796364,28303.94739579635,0.0,0.0,1.7641184513195187e-11
q2,9600,2025-08-02,27359.5095252294,27359.509525229376,0.0,0.0,1.9558825670173973e-11
q2,9600,2025-08-03,51193.19377529371,50568.54199019345,0.0,0.0,624.6517851002528
q2,9600,2025-08-04,51425.86166753774,51425.86166753767,0.0,0.0,5.736961128377516e-11
q2,9600,2025-08-05,49938.720232760505,49938.720232760475,0.0,0.0,3.420115390895262e-11
q2,9600,2025-08-06,48641.126196083555,47638.2970880596,0.0,0.0,1002.8291080239546
q2,9600,2025-08-07,45222.22149036224,45222.22149036219,0.0,0.0,4.752120474904586e-11
q2,9600,2025-08-08,24421.437788534524,24129.416594634495,0.0,0.0,292.02119390002923
q2,9600,2025-08-09,25292.650713478757,25292.65071347872,0.0,0.0,3.5268719500436414e-11
q2,9600,2025-08-10,46519.182157291165,46519.1821572911,0.0,0.0,6.544004804709401e-11
q2,9600,2025-08-11,46794.76907276027,46497.60279747944,0.0,0.0,297.1662752808293
q2,9600,2025-08-12,49087.57921823278,46250.098570375674,0.0,0.0,2837.4806478571045
q2,9600,2025-08-13,46538.19753380706,46454.732194583354,0.0,0.0,83.46533922371219
q2,9600,2025-08-14,43732.49015443715,43296.54223807868,0.0,0.0,435.94791635847747
q2,9600,2025-08-15,23428.180236591375,22974.242396252674,0.0,0.0,453.93784033869974
q2,9600,2025-08-16,26163.20898087028,26163.208980870248,0.0,0.0,3.314100105455964e-11
q2,9600,2025-08-17,47119.86519806132,46588.62258892451,0.0,0.0,531.2426091368144
q2,9600,2025-08-18,45706.81393305995,45668.36484699198,0.0,0.0,38.44908606797604
q2,9600,2025-08-19,46139.735846107134,45996.075765592796,0.0,0.0,143.6600805143351
q2,9600,2025-08-20,56123.13924025041,45733.178247199416,0.0,0.0,10389.960993051001
q2,9600,2025-08-21,44829.24332541987,44829.24332541981,0.0,0.0,6.207446467954013e-11
q2,9600,2025-08-22,25983.343971938273,23463.210859581846,0.0,0.0,2520.133112356428
q2,9600,2025-08-23,26053.21223170146,25986.363411381994,0.0,0.0,66.8488203194683
q2,9600,2025-08-24,46493.73470280823,46493.734702808164,0.0,0.0,7.01801532443369e-11
q2,9600,2025-08-25,50353.11287308995,47805.9527410239,0.0,0.0,2547.160132066051
q2,9600,2025-08-26,47665.96777074785,47665.96777074779,0.0,0.0,6.099963911765371e-11
q2,9600,2025-08-27,49182.434397681995,49182.43439768195,0.0,0.0,5.119862578339962e-11
q2,9600,2025-08-28,52374.198426281975,44831.97135182389,0.0,0.0,7542.227074458072
q2,9600,2025-08-29,25918.10816515187,25006.26750247685,0.0,0.0,911.8406626750203
q2,9600,2025-08-30,26471.855707353567,26471.855707353512,0.0,0.0,5.363850164030737e-11
q2,9600,2025-08-31,49080.75467494236,49061.62636140066,0.0,0.0,19.128313541710295
q2,9600,2025-09-01,48964.542679330145,48964.54267933013,0.0,0.0,1.683247319306247e-11
q2,9600,2025-09-02,47015.55509135485,47015.555091354814,0.0,0.0,2.4714754687238383e-11
q2,9600,2025-09-03,46427.97949294669,46427.979492946666,0.0,0.0,1.295507701115639e-11
q2,9600,2025-09-04,46360.62698051789,46360.62698051787,0.0,0.0,2.1112889214691677e-11
q2,9600,2025-09-05,22306.721205944836,22306.72120594483,0.0,0.0,1.0489060287000029e-11
q2,9600,2025-09-06,26261.376896086374,26124.39400301135,0.0,0.0,136.9828930750199
q2,9600,2025-09-07,46144.73832744459,46144.73832744457,0.0,0.0,2.2016223510945564e-11
q2,9600,2025-09-08,43850.53164619081,37689.952633630455,0.0,0.0,6160.579012560353
q2,9600,2025-09-09,40389.62539946655,40207.6071960814,0.0,0.0,182.01820338515057
q2,9600,2025-09-10,49208.38925294703,40222.72967206944,0.0,0.0,8985.659580877591
q2,9600,2025-09-11,37058.962054884425,37058.962054884374,0.0,0.0,4.880963899722701e-11
q2,9600,2025-09-12,18242.41700173186,17838.911105890165,0.0,0.0,403.5058958416963
q2,9600,2025-09-13,19718.69810063435,19718.698100634316,0.0,0.0,3.495725309221598e-11
q2,9600,2025-09-14,40801.05449240807,40801.054492407995,0.0,0.0,7.591020967367968e-11
q2,9600,2025-09-15,40591.92133647603,40584.02773032598,0.0,0.0,7.8936061500452634
q2,9600,2025-09-16,40645.01038300182,40589.628635335066,0.0,0.0,55.381747666746655
q2,9600,2025-09-17,41950.498593978235,41950.49859397816,0.0,0.0,7.516528555129297e-11
q2,9600,2025-09-18,39542.28281796302,39542.28281796296,0.0,0.0,6.92401180557578e-11
q2,9600,2025-09-19,18315.82656314684,18315.82656314681,0.0,0.0,3.136295845251879e-11
q2,9600,2025-09-20,21221.260403369823,20236.370476422842,0.0,0.0,984.8899269469807
q2,9600,2025-09-21,43520.11108097635,43520.111080976305,0.0,0.0,4.850695489722056e-11
q2,9600,2025-09-22,41734.472256393,41734.47225639293,0.0,0.0,6.327939061634424e-11
q2,9600,2025-09-23,44591.62552505581,44591.625525055744,0.0,0.0,6.062129331851906e-11
q2,9600,2025-09-24,42954.32523117754,41600.39871542152,0.0,0.0,1353.9265157560237
q2,9600,2025-09-25,42346.52151161633,42346.52151161628,0.0,0.0,4.9969415272244076e-11
q2,9600,2025-09-26,18641.62339273269,18641.623392732647,0.0,0.0,3.986292540503199e-11
q2,9600,2025-09-27,26984.598817514016,20502.526612364534,0.0,0.0,6482.072205149481
q2,9600,2025-09-28,43972.61810219825,43972.61810219819,0.0,0.0,6.422917747661572e-11
q2,9600,2025-09-29,44289.3020492862,44204.191958495656,0.0,0.0,85.11009079053457
q2,9600,2025-09-30,45697.48426966195,45697.48426966187,0.0,0.0,7.543136337773149e-11
q2,9600,2025-10-01,44664.28970811651,44664.28970811647,0.0,0.0,3.7731346935743205e-11
q2,9600,2025-10-02,40767.44562898339,40767.44562898336,0.0,0.0,4.038483325530251e-11
q2,9600,2025-10-03,17237.674083016005,17237.674083015976,0.0,0.0,2.8612248570425438e-11
q2,9600,2025-10-04,20463.775736222695,20463.775736222673,0.0,0.0,2.1665872651510653e-11
q2,9600,2025-10-05,43032.99926355149,43032.999263551465,0.0,0.0,2.7568177074499546e-11
q2,9600,2025-10-06,41245.89156046528,41245.89156046522,0.0,0.0,5.4963987139444716e-11
q2,9600,2025-10-07,42611.17212049832,42611.17212049829,0.0,0.0,3.7091904658836936e-11
q2,9600,2025-10-08,39260.60055739114,37929.824319054256,0.0,0.0,1330.7762383368797
q2,9600,2025-10-09,38556.75538795735,38556.75538795732,0.0,0.0,4.38544507375127e-11
q2,9600,2025-10-10,16405.69442233165,16405.69442233161,0.0,0.0,4.176024148705437e-11
q2,9600,2025-10-11,18041.219345859005,18041.21934585896,0.0,0.0,4.3174395614187235e-11
q2,9600,2025-10-12,39782.03816418571,39760.639399404696,0.0,0.0,21.398764781006847
q2,9600,2025-10-13,40790.311982532396,40790.31198253234,0.0,0.0,5.57902524178644e-11
q2,9600,2025-10-14,41297.10115633752,39627.3835626125,0.0,0.0,1669.7175937250258
q2,9600,2025-10-15,41009.908671395635,40976.15383287858,0.0,0.0,33.75483851704966
q2,9600,2025-10-16,45583.64995124942,39946.08758216859,0.0,0.0,5637.562369080832
q2,9600,2025-10-17,17392.08501061036,17392.08501061033,0.0,0.0,2.8747564329023587e-11
q2,9600,2025-10-18,18444.331537468483,18444.33153746844,0.0,0.0,4.609816528500232e-11
q2,9600,2025-10-19,46548.51453695506,42601.243204331564,0.0,0.0,3947.271332623505
q2,9600,2025-10-20,45518.9465902395,42885.410738048064,0.0,0.0,2633.535852191442
q2,9600,2025-10-21,44688.506479214,44455.50671544195,0.0,0.0,232.99976377204794
q2,9600,2025-10-22,47255.96542905454,44826.67149544193,0.0,0.0,2429.2939336126105
q2,9600,2025-10-23,43875.94993695592,43875.94993695585,0.0,0.0,6.732818469412649e-11
q2,9600,2025-10-24,17077.431620432923,17077.431620432886,0.0,0.0,3.880459420457782e-11
q2,9600,2025-10-25,19318.383181447916,18666.02069733305,0.0,0.0,652.3624841148696
q2,9600,2025-10-26,46673.24025627036,46673.24025627029,0.0,0.0,6.036490773908554e-11
q2,9600,2025-10-27,45709.34855078223,45704.91398265468,0.0,0.0,4.434568127553844
q2,9600,2025-10-28,44681.48112903952,44681.48112903944,0.0,0.0,7.860184991770325e-11
q2,9600,2025-10-29,47720.32838003003,46004.52453783125,0.0,0.0,1715.803842198787
q2,9600,2025-10-30,44267.39619452297,44258.44341136825,0.0,0.0,8.95278315471599
q2,9600,2025-10-31,18164.98293875973,18164.982938759695,0.0,0.0,3.849730489946523e-11
q2,9600,2025-11-01,19107.49324268996,19107.49324268991,0.0,0.0,5.0027303188926444e-11
q2,9600,2025-11-02,46776.871711455286,46512.3869934594,0.0,0.0,264.4847179958845
q2,9600,2025-11-03,47243.266972560865,47243.26697256081,0.0,0.0,5.853703655134268e-11
q2,9600,2025-11-04,47691.53172725714,47453.341770571365,0.0,0.0,238.18995668576656
q2,9600,2025-11-05,48885.36787776004,48885.36787775996,0.0,0.0,8.306014365189185e-11
q2,9600,2025-11-06,51152.191531016986,46165.59255566775,0.0,0.0,4986.598975349241
q2,9600,2025-11-07,19363.26760278366,18616.74374922529,0.0,0.0,746.5238535583702
q2,9600,2025-11-08,19361.08950766547,19361.08950766544,0.0,0.0,2.813891342157149e-11
q2,9600,2025-11-09,49867.6789027951,49867.678902795036,0.0,0.0,6.946295627585641e-11
q2,9600,2025-11-10,50076.428108120956,48694.163776061905,0.0,0.0,1382.264332059053
q2,9600,2025-11-11,49334.87785856376,49334.87785856372,0.0,0.0,4.395541708390738e-11
q2,9600,2025-11-12,49666.070155030124,49666.07015503007,0.0,0.0,4.9934715140587116e-11
q2,9600,2025-11-13,51007.91356759455,50998.49622946114,0.0,0.0,9.417338133410457
q2,9600,2025-11-14,19039.887664954185,19039.88766495412,0.0,0.0,6.18854443246164e-11
q2,9600,2025-11-15,19152.746079746736,19152.746079746696,0.0,0.0,3.934586789711148e-11
q2,9600,2025-11-16,50631.02722628882,50631.027226288774,0.0,0.0,4.620874038963052e-11
q2,9600,2025-11-17,52613.44906876382,52613.44906876375,0.0,0.0,6.230175486621192e-11
q2,9600,2025-11-18,51929.88380898919,51929.88380898911,0.0,0.0,8.298433229469992e-11
q2,9600,2025-11-19,50773.41883707992,50550.468192575194,0.0,0.0,222.95064450472572
q2,9600,2025-11-20,52102.21125254771,52102.21125254764,0.0,0.0,6.711141509185837e-11
q2,9600,2025-11-21,20115.84149597658,20115.841495976547,0.0,0.0,3.199721732016769e-11
q2,9600,2025-11-22,19913.461293791537,19913.461293791486,0.0,0.0,4.7318233775683894e-11
q2,9600,2025-11-23,52818.67864726047,52818.6786472604,0.0,0.0,7.081360564598072e-11
q2,9600,2025-11-24,51749.0994643522,51643.68437780415,0.0,0.0,105.41508654804312
q2,9600,2025-11-25,53322.251774253375,53322.2517742533,0.0,0.0,6.70729729534969e-11
q2,9600,2025-11-26,53265.92820958221,53214.11073126144,0.0,0.0,51.817478320777695
q2,9600,2025-11-27,52933.93615530907,52933.936155309006,0.0,0.0,5.651468626410861e-11
q2,9600,2025-11-28,19883.857935995722,19560.691300458602,0.0,0.0,323.1666355371211
q2,9600,2025-11-29,21720.61413096165,20771.922431750725,0.0,0.0,948.6916992109263
q2,9600,2025-11-30,54661.2739358912,53942.812288569345,0.0,0.0,718.4616473218512
q2,9600,2025-12-01,74904.25051757024,54976.872937327,0.0,0.0,19927.377580243254
q2,9600,2025-12-02,84619.56881078574,54215.30562092722,0.0,0.0,30404.263189858524
q2,9600,2025-12-03,71342.91732228859,55829.9993469388,0.0,0.0,15512.917975349797
q2,9600,2025-12-04,70645.75990985389,56585.15109932567,0.0,0.0,14060.608810528236
q2,9600,2025-12-05,29154.551535047296,23884.805582793328,0.0,0.0,5269.745952253971
q2,9600,2025-12-06,31642.671170843525,23719.57580722412,0.0,0.0,7923.09536361941
q2,9600,2025-12-07,68279.07922595089,57103.8380663327,0.0,0.0,11175.24115961819
q2,9600,2025-12-08,65468.43083375339,65468.43083375334,0.0,0.0,4.235775463712344e-11
q2,9600,2025-12-09,65290.81589157863,65290.815891578604,0.0,0.0,2.8606649493667645e-11
q2,9600,2025-12-10,62342.60418130377,62253.379786259015,0.0,0.0,89.22439504476866
q2,9600,2025-12-11,62974.88190006722,62974.88190006718,0.0,0.0,4.947673915012274e-11
q2,9600,2025-12-12,28713.89215456994,28713.89215456991,0.0,0.0,3.0851250887309334e-11
q2,9600,2025-12-13,29934.800954175902,29934.800954175862,0.0,0.0,3.831519990171728e-11
q2,9600,2025-12-14,65477.28483487156,65477.28483487152,0.0,0.0,4.129694275434304e-11
q2,9600,2025-12-15,62457.61004571118,62457.6100457111,0.0,0.0,7.198196527724576e-11
q2,9600,2025-12-16,65315.69941657209,65315.69941657203,0.0,0.0,5.0658911732170965e-11
q2,9600,2025-12-17,66081.92414421184,66081.92414421181,0.0,0.0,3.401891035537119e-11
q2,9600,2025-12-18,64321.377512462765,64321.37751246273,0.0,0.0,3.864815312226711e-11
q2,9600,2025-12-19,27233.042616718027,27233.04261671798,0.0,0.0,4.603356229537781e-11
q2,9600,2025-12-20,27370.619386450297,27370.619386450253,0.0,0.0,4.2731205240897905e-11
q2,9600,2025-12-21,65624.74936722562,65624.7493672256,0.0,0.0,2.6358861759945287e-11
q2,9600,2025-12-22,64567.74111159743,64567.741111597396,0.0,0.0,3.3268008792219913e-11
q2,9600,2025-12-23,62857.995043551826,62857.99504355177,0.0,0.0,5.10221127569821e-11
q2,9600,2025-12-24,62134.465579468626,62134.46557946855,0.0,0.0,7.195819762273459e-11
q2,9600,2025-12-25,63535.9225053287,62585.15297054187,0.0,0.0,950.7695347868281
q2,9600,2025-12-26,29419.46446708725,29419.464467087204,0.0,0.0,4.4726920833682016e-11
q2,9600,2025-12-27,28758.22504852577,28758.225048525732,0.0,0.0,3.651123847703275e-11
q2,9600,2025-12-28,63190.2481877974,63119.01329991572,0.0,0.0,71.23488788168008
q2,9600,2025-12-29,62675.54820193285,62675.54820193279,0.0,0.0,5.7500216144035225e-11
q2,9600,2025-12-30,64725.043967065656,64725.04396706563,0.0,0.0,2.974752533191349e-11
q2,9600,2025-12-31,63531.52791057029,63437.993973903576,0.0,0.0,93.53393666670247
q3,0,2025-02-01,38726.86113413735,38645.90096839056,0.0,-992.4777041966797,1073.4378699434683
q3,0,2025-02-02,70824.31892786667,71467.45871079843,54.472213219180574,-1607.2454603605315,909.6334642095973
q3,0,2025-02-03,71685.96293605922,72185.26531776585,4.65155380879878e-13,-1759.4748774952136,1260.1724957885779
q3,0,2025-02-04,73323.12372082955,74421.29412476867,91.91642771128615,-1987.7145995072483,797.6277678568322
q3,0,2025-02-05,71469.17672295496,68912.86838301996,649.1041281693991,-654.0366759597858,2561.240887725392
q3,0,2025-02-06,72041.32430503535,72906.38249863365,4.371596884885864,-2143.3642635557976,1273.9344730726045
q3,0,2025-02-07,38659.387362173606,37654.157245040835,51.859907622862565,-562.2782998039561,1515.6485093138638
q3,0,2025-02-08,36815.46631995182,33250.46991774249,633.1904295694476,-31.946364703760302,2963.752337343635
q3,0,2025-02-09,69789.516366942,68256.85829664228,76.38072401876578,-563.9527857428637,2020.2301320238066
q3,0,2025-02-10,66867.01673782183,66498.38938242126,4.235681090741352,-1259.8182816425474,1624.2099559523774
q3,0,2025-02-11,68225.67017117837,65181.06519294571,564.4829374019507,-1677.843959428793,4157.9660002594965
q3,0,2025-02-12,67403.18161753517,65500.13455767858,60.2188318610382,-1088.2975941245886,2931.1258221201324
q3,0,2025-02-13,64612.22978169659,63031.40868015095,75.7535355363933,-898.861779037429,2403.929345046685
q3,0,2025-02-14,36028.08780948342,32946.88440009889,605.8251771398021,-169.56444421285389,2644.942676457584
q3,0,2025-02-15,36463.293277049,32883.713930426944,322.8155664071585,-144.81961747861126,3401.5833976935037
q3,0,2025-02-16,68737.82407274799,66030.1506025279,140.75145766326676,-2114.896348954084,4681.818361510894
q3,0,2025-02-17,66101.17515655153,65317.7235415926,38.334063403032744,-2711.234622130883,3456.352173686776
q3,0,2025-02-18,64524.80684271931,60766.36431782138,963.0992653164883,-94.43860280910212,2889.781862390539
q3,0,2025-02-19,64948.95192622638,61478.6037634478,248.42558582807928,-76.05957646089968,3297.9821534114153
q3,0,2025-02-20,64152.114365896705,61499.10484851044,183.19971614728672,-924.26764238702,3394.077443625996
q3,0,2025-02-21,33964.84139356538,31780.593932595,181.79659063708158,-13.677526214302222,2016.1283965475982
q3,0,2025-02-22,34665.6355080567,32256.056925655284,56.65646474370162,-75.41964366620394,2428.341761323917
q3,0,2025-02-23,64887.53163680584,61485.826912931945,832.2202833756036,-1082.2284512528206,3651.7128917511063
q3,0,2025-02-24,62654.13370305559,60646.94085790889,531.7651874803908,-752.2223589798059,2227.65001664612
q3,0,2025-02-25,61438.90270166134,61671.73676421658,1.9724443380461136,-1962.0371881976876,1727.2306813043938
q3,0,2025-02-26,61749.40514162142,57310.46527379194,1940.579958143709,-45.344936178072594,2543.7048458638433
q3,0,2025-02-27,62140.97956064256,57381.77245116232,1579.452111943299,-16.254217859795613,3196.00921539674
q3,0,2025-02-28,33572.25132479081,31234.821243662776,230.94283987803743,-123.93906038156416,2230.4263016315545
q3,0,2025-03-01,33898.20033989472,32293.70128406695,2.941220600405359e-14,-348.8560730613465,1953.355128889114
q3,0,2025-03-02,66111.58019137588,63081.67726822023,999.1909444901137,-617.6489226588844,2648.360901324415
q3,0,2025-03-03,65812.841903002,62137.60158619372,1057.76595927391,-695.6204047189206,3313.0947622532817
q3,0,2025-03-04,63353.648267013115,57998.855964293616,1736.8808101585569,-157.99013848354866,3775.9016310445027
q3,0,2025-03-05,62313.54075231839,61813.08050253436,4.095106130772819,-1934.1458904492758,2430.511034102533
q3,0,2025-03-06,60405.64519946736,58672.38138401139,774.3318073848869,-478.4466622967508,1437.378670367841
q3,0,2025-03-07,32579.792526453282,31394.02580943972,0.01221878539160739,-454.1566160799738,1639.9111143081434
q3,0,2025-03-08,31350.699218811762,29371.833938674725,570.1845792881672,0.0,1408.6807008488736
q3,0,2025-03-09,59658.126336834284,57858.25820915251,788.5279495659416,-979.0583510170615,1990.3985291328981
q3,0,2025-03-10,60568.415140612444,56204.57602442651,1068.3337918858654,-118.8100581261318,3414.315382426211
q3,0,2025-03-11,58789.94168879304,54265.83650685334,1165.4273777196643,-35.93387693887644,3394.611681158918
q3,0,2025-03-12,57470.9313398665,56587.704769409625,7.935918322076511,-348.8358264116424,1224.1264785464407
q3,0,2025-03-13,61184.08452695688,57501.84859567038,1137.655115767602,-597.3111955479574,3141.8920110668623
q3,0,2025-03-14,31376.568072213107,28726.514842013617,550.3007259398487,-17.249455576920653,2117.001959836562
q3,0,2025-03-15,31149.269121968937,28814.134901051388,496.2420830964766,-3.771764651078346,1842.6639024721499
q3,0,2025-03-16,57946.94759159121,56577.223413405016,290.883126325781,-273.5906312446742,1352.4316831050837
